Operon_id	Proteins
1253104	ADU74482.1;WP_003518700.1;ADU74481.1
1253105	WP_003519663.1;ADU74485.1;WP_003519665.1;ADU74484.1
1253106	WP_003516377.1;ADU74491.1;WP_003516379.1;ADU74490.1;WP_003516386.1;ADU74489.1
1253107	WP_003516367.1;ADU74495.1;WP_003516370.1;ADU74494.1;WP_003516372.1;ADU74493.1;WP_003516374.1;ADU74492.1
1253108	WP_003516363.1;ADU74497.1;WP_003516364.1;ADU74496.1
1253109	WP_003516358.1;ADU74500.1;WP_003516360.1;ADU74499.1
1253110	WP_003516328.1;ADU74509.1;WP_003516337.1;ADU74508.1;WP_003516351.1;ADU74507.1;WP_003516352.1;ADU74506.1
1253111	WP_003516315.1;ADU74516.1;WP_003516317.1;ADU74515.1;WP_003516319.1;ADU74514.1;WP_003516320.1;ADU74513.1
1253112	WP_003516313.1;ADU74518.1;WP_003516314.1;ADU74517.1
1253113	WP_003516301.1;ADU74526.1;WP_003516302.1;ADU74525.1;WP_003516304.1;ADU74524.1;WP_003516306.1;ADU74523.1;WP_003516308.1;ADU74522.1;WP_003516310.1;ADU74521.1;WP_003516311.1;ADU74520.1
1253114	WP_003516280.1;ADU74537.1;WP_003516281.1;ADU74536.1;WP_003516282.1;ADU74535.1;WP_003516284.1;ADU74534.1;WP_003516286.1;ADU74533.1
1253115	WP_003516235.1;ADU74565.1;WP_003516238.1;ADU74564.1;WP_003516239.1;ADU74563.1
1253116	WP_003516211.1;ADU74575.1;WP_003516214.1;ADU74574.1;WP_003516217.1;ADU74573.1;WP_003520986.1;ADU74572.1
1253117	WP_003516198.1;ADU74581.1;WP_003516200.1;ADU74580.1;WP_003516203.1;ADU74579.1;WP_003516205.1;ADU74578.1
1253118	WP_003516184.1;ADU74588.1;WP_003516186.1;ADU74587.1;WP_003516188.1;ADU74586.1
1253119	WP_003516175.1;ADU74592.1;WP_003516177.1;ADU74591.1;WP_003516178.1;ADU74590.1
1253120	WP_003520984.1;ADU74595.1;WP_003516171.1;ADU74594.1
1253121	WP_003516162.1;ADU74600.1;WP_003516163.1;ADU74599.1;WP_003516164.1;ADU74598.1;WP_003520983.1;ADU74597.1;WP_003516166.1;ADU74596.1
1253122	WP_003516667.1;ADU74608.1;WP_003516668.1;ADU74607.1;WP_003516670.1;ADU74606.1
1253123	WP_003516659.1;ADU74612.1;WP_003516661.1;ADU74611.1
1253124	WP_003516644.1;ADU74619.1;WP_003516646.1;ADU74618.1;WP_003516648.1;ADU74617.1;ADU74616.1;WP_003516651.1;ADU74615.1
1253125	WP_003516641.1;ADU74621.1;WP_003516642.1;ADU74620.1
1253126	WP_003516602.1;ADU74637.1;WP_003516606.1;ADU74636.1;WP_003516608.1;ADU74635.1
1253127	WP_003516592.1;ADU74641.1;WP_003516593.1;ADU74640.1
1253128	WP_003516590.1;ADU74643.1;WP_003516591.1;ADU74642.1
1253129	WP_003516587.1;ADU74646.1;WP_003516588.1;ADU74645.1
1253130	WP_003516558.1;ADU74662.1;WP_003516560.1;ADU74661.1;WP_003516561.1;ADU74660.1;WP_003516564.1;ADU74659.1;WP_003516566.1;ADU74658.1;WP_003516568.1;ADU74657.1;WP_003516570.1;ADU74656.1;WP_003516571.1;ADU74655.1
1253131	WP_003516545.1;ADU74668.1;WP_003516547.1;ADU74667.1
1253132	WP_003516532.1;ADU74672.1;WP_014522619.1;ADU74671.1;WP_003520966.1;ADU74670.1
1253133	WP_003516527.1;ADU74675.1;WP_003516528.1;ADU74674.1;WP_003516530.1;ADU74673.1
1253134	WP_003520963.1;ADU74677.1;WP_003516525.1;ADU74676.1
1253135	WP_003516513.1;ADU74683.1;WP_003516515.1;ADU74682.1;WP_003516517.1;ADU74681.1
1253136	WP_003516505.1;ADU74687.1;WP_003516507.1;ADU74686.1;WP_003516509.1;ADU74685.1
1253137	WP_003516497.1;ADU74691.1;WP_003516498.1;ADU74690.1;WP_003520957.1;ADU74689.1;WP_003516504.1;ADU74688.1
1253138	WP_003516493.1;ADU74693.1;WP_003516495.1;ADU74692.1
1253139	WP_003519448.1;ADU74702.1;WP_003519449.1;ADU74701.1
1253140	WP_080550893.1;ADU74707.1;WP_003519442.1;ADU74706.1
1253141	WP_003517674.1;ADU74712.1;WP_003517677.1;ADU74711.1
1253142	WP_003517667.1;ADU74714.1;WP_003520265.1;ADU74713.1
1253143	WP_003517659.1;ADU74718.1;WP_003517661.1;ADU74717.1
1253144	WP_003517639.1;ADU74728.1;WP_003517641.1;ADU74727.1;WP_003517643.1;ADU74726.1;WP_003517644.1;ADU74725.1;WP_003517648.1;ADU74724.1;WP_003517649.1;ADU74723.1;WP_003517651.1;ADU74722.1;WP_003517653.1;ADU74721.1;WP_003517654.1;ADU74720.1;WP_003517657.1;ADU74719.1
1253145	WP_003517630.1;ADU74733.1;WP_003517632.1;ADU74732.1
1253146	WP_003517623.1;ADU74737.1;WP_003517625.1;ADU74736.1
1253147	WP_003517611.1;ADU74743.1;WP_003517613.1;ADU74742.1
1253148	WP_003517602.1;ADU74747.1;WP_003517604.1;ADU74746.1;WP_003517607.1;ADU74745.1
1253149	WP_003517592.1;ADU74753.1;WP_003517593.1;ADU74752.1
1253150	WP_003517588.1;ADU74755.1;WP_003517590.1;ADU74754.1
1253151	WP_003517583.1;ADU74757.1;WP_003517585.1;ADU74756.1
1253152	WP_003517569.1;ADU74761.1;WP_003517571.1;ADU74760.1
1253153	WP_003517563.1;ADU74764.1;WP_003517565.1;ADU74763.1
1253154	WP_003518006.1;ADU74770.1;WP_003518007.1;ADU74769.1
1253155	WP_003518002.1;ADU74774.1;WP_003518003.1;ADU74773.1
1253156	WP_003517993.1;ADU74782.1;WP_003517994.1;ADU74781.1;WP_003517995.1;ADU74780.1;WP_003517996.1;ADU74779.1;WP_003517997.1;ADU74778.1
1253157	WP_003517976.1;ADU74797.1;WP_003517978.1;ADU74796.1;WP_003517979.1;ADU74795.1;WP_003517981.1;ADU74794.1;WP_003517982.1;ADU74793.1;WP_003517983.1;ADU74792.1;WP_003517984.1;ADU74791.1;WP_003517985.1;ADU74790.1;WP_003517986.1;ADU74789.1;WP_003517987.1;ADU74788.1;WP_003517988.1;ADU74787.1;WP_003517989.1;ADU74786.1;WP_004463183.1;ADU74785.1;WP_003517991.1;ADU74784.1;WP_003517992.1;ADU74783.1
1253158	WP_003517969.1;ADU74801.1;WP_003517971.1;ADU74800.1;WP_003517972.1;ADU74799.1
1253159	WP_003517963.1;ADU74804.1;WP_003517961.1;ADU74805.1;WP_003517959.1;ADU74806.1;WP_003517957.1;ADU74807.1
1253160	WP_003517955.1;ADU74808.1;WP_003517953.1;ADU74809.1;WP_003517951.1;ADU74810.1;WP_003517950.1;ADU74811.1;WP_003517948.1;ADU74812.1
1253161	WP_003517946.1;ADU74813.1;WP_003517944.1;ADU74814.1;WP_003517942.1;ADU74815.1
1253162	WP_003517940.1;ADU74816.1;WP_003517938.1;ADU74817.1
1253163	WP_003517933.1;ADU74820.1;WP_003517930.1;ADU74821.1;WP_003517928.1;ADU74822.1
1253164	WP_003517918.1;ADU74826.1;WP_003517916.1;ADU74827.1
1253165	WP_003517908.1;ADU74830.1;WP_003517906.1;ADU74831.1
1253166	WP_003517897.1;ADU74834.1;WP_003520339.1;ADU74835.1
1253167	WP_003517891.1;ADU74836.1;WP_003517888.1;ADU74837.1
1253168	WP_003519076.1;ADU74840.1;WP_003519075.1;ADU74841.1
1253169	WP_003519074.1;ADU74842.1;WP_003519073.1;ADU74843.1
1253170	WP_003519067.1;ADU74846.1;WP_003519061.1;ADU74847.1;WP_003519059.1;ADU74848.1;WP_003519058.1;ADU74849.1;WP_003519057.1;ADU74850.1;WP_003519056.1;ADU74851.1
1253171	WP_003519055.1;ADU74852.1;WP_003520820.1;ADU74853.1;WP_003519039.1;ADU74854.1;WP_003519037.1;ADU74855.1
1253172	WP_003519036.1;ADU74856.1;WP_003519034.1;ADU74857.1
1253173	WP_003519030.1;ADU74861.1;WP_003519029.1;ADU74862.1
1253174	WP_003512715.1;ADU74867.1;WP_003512712.1;ADU74868.1
1253175	WP_003512707.1;ADU74870.1;WP_003512706.1;ADU74871.1
1253176	WP_003512704.1;ADU74873.1;WP_003512702.1;ADU74874.1
1253177	WP_003512697.1;ADU74877.1;WP_003512688.1;ADU74878.1
1253178	WP_003518681.1;ADU74880.1;WP_003518679.1;ADU74881.1
1253179	WP_003512684.1;ADU74882.1;WP_003512683.1;ADU74883.1;WP_003512682.1;ADU74884.1
1253180	WP_003518677.1;ADU74885.1;WP_003512678.1;ADU74886.1
1253181	WP_003521161.1;ADU74887.1;WP_003512676.1;ADU74888.1;WP_003512674.1;ADU74889.1
1253182	WP_003512672.1;ADU74890.1;WP_003521164.1;ADU74891.1
1253183	WP_003518671.1;ADU74893.1;WP_003512665.1;ADU74894.1
1253184	WP_003518670.1;ADU74895.1;WP_003512664.1;ADU74896.1;WP_003512663.1;ADU74897.1;WP_003512662.1;ADU74898.1
1253185	WP_003512659.1;ADU74901.1;WP_003518669.1;ADU74902.1
1253186	WP_003512652.1;ADU74904.1;WP_003512650.1;ADU74905.1;WP_003512648.1;ADU74906.1;WP_003519427.1;ADU74907.1
1253187	WP_003512630.1;ADU74911.1;WP_003512628.1;ADU74912.1
1253188	WP_003521185.1;ADU74913.1;WP_003512627.1;ADU74914.1
1253189	WP_003512615.1;ADU74921.1;WP_003512612.1;ADU74922.1;WP_003512610.1;ADU74923.1;WP_003512608.1;ADU74924.1
1253190	WP_003519098.1;ADU74930.1;WP_003512586.1;ADU74931.1
1253191	WP_003512584.1;ADU74933.1;WP_003512583.1;ADU74934.1;WP_003512582.1;ADU74935.1;WP_003512581.1;ADU74936.1;WP_003519094.1;ADU74937.1
1253192	WP_003512578.1;ADU74938.1;WP_003512577.1;ADU74939.1;WP_003512576.1;ADU74940.1;WP_003519092.1;ADU74941.1;WP_003512574.1;ADU74942.1
1253193	WP_003520327.1;ADU74952.1;WP_003519337.1;ADU74953.1;WP_003512548.1;ADU74954.1
1253194	WP_003519334.1;ADU74957.1;WP_003512521.1;ADU74958.1
1253195	WP_003512516.1;ADU74961.1;WP_003512514.1;ADU74962.1
1253196	WP_003519286.1;ADU74971.1;WP_003512494.1;ADU74972.1
1253197	WP_003512492.1;ADU74973.1;WP_003512490.1;ADU74974.1
1253198	WP_003512488.1;ADU74975.1;WP_003512486.1;ADU74976.1
1253199	WP_003512461.1;ADU74986.1;WP_003518187.1;ADU74987.1
1253200	WP_003512454.1;ADU74989.1;ADU74990.1;WP_003512448.1;ADU74991.1
1253201	WP_003512438.1;ADU74995.1;WP_003512436.1;ADU74996.1
1253202	WP_003512434.1;ADU74997.1;WP_037294576.1;ADU74998.1
1253203	WP_003512418.1;ADU75008.1;WP_003512416.1;ADU75009.1
1253204	WP_003512405.1;ADU75014.1;WP_003512401.1;ADU75015.1
1253205	WP_003512397.1;ADU75017.1;WP_003512395.1;ADU75018.1
1253206	WP_003512389.1;ADU75021.1;WP_003512387.1;ADU75022.1;WP_003512386.1;ADU75023.1;WP_003512384.1;ADU75024.1;WP_003512382.1;ADU75025.1
1253207	WP_003512380.1;ADU75026.1;WP_003518160.1;ADU75027.1
1253208	WP_003512374.1;ADU75031.1;WP_003519012.1;ADU75032.1
1253209	WP_003512369.1;ADU75035.1;WP_003512368.1;ADU75036.1
1253210	WP_003512354.1;ADU75041.1;WP_003512352.1;ADU75042.1;WP_003512350.1;ADU75043.1;WP_003519008.1;ADU75044.1
1253211	WP_003519003.1;ADU75049.1;WP_003519002.1;ADU75050.1;WP_003512336.1;ADU75051.1
1253212	WP_003512326.1;ADU75053.1;WP_003512325.1;ADU75054.1;ADU75055.1
1253213	WP_003512315.1;ADU75061.1;WP_003512313.1;ADU75062.1
1253214	WP_003512293.1;ADU75069.1;WP_003518077.1;ADU75070.1;WP_003512291.1;ADU75071.1
1253215	WP_003512286.1;ADU75073.1;WP_003512284.1;ADU75074.1;WP_003512282.1;ADU75075.1;WP_003512281.1;ADU75076.1;WP_003512278.1;ADU75077.1;WP_003518076.1;ADU75078.1;WP_003512275.1;ADU75079.1
1253216	WP_003518069.1;ADU75085.1;WP_003512267.1;ADU75086.1
1253217	WP_003512259.1;ADU75091.1;WP_003512257.1;ADU75092.1;WP_003512254.1;ADU75093.1;WP_003512252.1;ADU75094.1
1253218	WP_003512250.1;ADU75095.1;WP_003512248.1;ADU75096.1
1253219	WP_003512237.1;ADU75102.1;WP_003512235.1;ADU75103.1;WP_003512233.1;ADU75104.1
1253220	WP_003512224.1;ADU75107.1;WP_003512222.1;ADU75108.1
1253221	WP_003518049.1;ADU75112.1;WP_003512204.1;ADU75113.1;WP_003512202.1;ADU75114.1;WP_003512200.1;ADU75115.1
1253222	WP_003518046.1;ADU75116.1;WP_003512197.1;ADU75117.1;WP_003518034.1;ADU75118.1
1253223	WP_003512181.1;ADU75126.1;WP_003518023.1;ADU75127.1
1253224	WP_003512174.1;ADU75134.1;WP_003517880.1;ADU75135.1
1253225	WP_003512164.1;ADU75137.1;WP_003512162.1;ADU75138.1
1253226	WP_003517877.1;ADU75139.1;WP_003512157.1;ADU75140.1;WP_003512155.1;ADU75141.1
1253227	WP_003512146.1;ADU75146.1;WP_003517871.1;ADU75147.1;WP_003512143.1;ADU75148.1;WP_003517870.1;ADU75149.1;WP_003512136.1;ADU75150.1;WP_003512134.1;ADU75151.1
1253228	WP_003512132.1;ADU75152.1;WP_003512130.1;ADU75153.1;WP_003512129.1;ADU75154.1
1253229	WP_003512128.1;ADU75155.1;WP_003512127.1;ADU75156.1
1253230	WP_003512126.1;ADU75157.1;WP_003512125.1;ADU75158.1;WP_003517869.1;ADU75159.1;WP_003517868.1;ADU75160.1
1253231	WP_003512119.1;ADU75161.1;WP_003512117.1;ADU75162.1
1253232	WP_003512112.1;ADU75165.1;WP_003512109.1;ADU75166.1;WP_003512106.1;ADU75167.1;WP_003512104.1;ADU75168.1
1253233	WP_003512097.1;ADU75171.1;WP_003512095.1;ADU75172.1
1253234	WP_003512078.1;ADU75177.1;WP_003512076.1;ADU75178.1;WP_003512074.1;ADU75179.1
1253235	WP_003512072.1;ADU75180.1;WP_003520409.1;ADU75181.1
1253236	WP_003512069.1;ADU75182.1;WP_014522629.1;ADU75183.1;WP_003512064.1;ADU75184.1;WP_003512062.1;ADU75185.1
1253237	WP_003520768.1;ADU75197.1;ADU75198.1
1253238	WP_003520766.1;ADU75199.1;WP_003512028.1;ADU75200.1
1253239	WP_003512018.1;ADU75206.1;WP_003512017.1;ADU75207.1
1253240	WP_003518401.1;ADU75213.1;WP_003512010.1;ADU75214.1
1253241	WP_003518390.1;ADU75224.1;WP_003511976.1;ADU75225.1
1253242	WP_080552882.1;ADU75233.1;WP_003519601.1;ADU75234.1
1253243	WP_014522631.1;ADU75235.1;WP_003518963.1;ADU75236.1
1253244	WP_003511951.1;ADU75238.1;WP_003518961.1;ADU75239.1
1253245	WP_003520620.1;ADU75245.1;WP_003518940.1;ADU75246.1;WP_003511931.1;ADU75247.1;WP_003518938.1;ADU75248.1;WP_003518937.1;ADU75249.1;WP_003518935.1;ADU75250.1
1253246	WP_003517840.1;ADU75260.1;WP_003517839.1;ADU75261.1
1253247	WP_003517830.1;ADU75265.1;WP_003517828.1;ADU75266.1
1253248	WP_003517821.1;ADU75269.1;WP_003517819.1;ADU75270.1
1253249	WP_003517812.1;ADU75273.1;WP_003517810.1;ADU75274.1;WP_003517807.1;ADU75275.1
1253250	WP_003517805.1;ADU75276.1;WP_003517802.1;ADU75277.1
1253251	WP_003517796.1;ADU75280.1;WP_003517794.1;ADU75281.1
1253252	WP_003517791.1;ADU75282.1;WP_003517789.1;ADU75283.1;WP_003517787.1;ADU75284.1;WP_003517785.1;ADU75285.1
1253253	WP_003517783.1;ADU75286.1;WP_003517781.1;ADU75287.1
1253254	WP_003517773.1;ADU75293.1;WP_003517772.1;ADU75294.1;WP_003517769.1;ADU75295.1
1253255	WP_003517768.1;ADU75296.1;WP_003517766.1;ADU75297.1
1253256	WP_003517748.1;ADU75304.1;WP_003517747.1;ADU75305.1;WP_003517742.1;ADU75306.1
1253257	ADU75309.1;WP_003517733.1;ADU75310.1
1253258	WP_003517724.1;ADU75313.1;WP_037295002.1;ADU75314.1
1253259	WP_003517722.1;ADU75315.1;WP_003521121.1;ADU75316.1
1253260	WP_003517713.1;ADU75320.1;WP_003517712.1;ADU75321.1
1253261	WP_003517711.1;ADU75322.1;WP_003517709.1;ADU75323.1
1253262	WP_003517414.1;ADU75326.1;WP_003517412.1;ADU75327.1;WP_003517410.1;ADU75328.1;WP_003517408.1;ADU75329.1
1253263	WP_003517403.1;ADU75331.1;WP_003517401.1;ADU75332.1;WP_003517399.1;ADU75333.1;WP_003517398.1;ADU75334.1
1253264	WP_003517379.1;ADU75343.1;WP_003517378.1;ADU75344.1;WP_003517377.1;ADU75345.1
1253265	WP_003517375.1;ADU75347.1;WP_003517374.1;ADU75348.1;WP_003517372.1;ADU75349.1;WP_003517370.1;ADU75350.1;WP_003517368.1;ADU75351.1
1253266	WP_003517366.1;ADU75352.1;WP_003517364.1;ADU75353.1;WP_003517362.1;ADU75354.1;WP_003517359.1;ADU75355.1;WP_003517357.1;ADU75356.1
1253267	WP_003517355.1;ADU75357.1;WP_003517353.1;ADU75358.1
1253268	WP_003517352.1;ADU75359.1;WP_003517350.1;ADU75360.1;WP_003517348.1;ADU75361.1
1253269	WP_003517343.1;ADU75363.1;WP_003517341.1;ADU75364.1;WP_003517339.1;ADU75365.1;WP_003517337.1;ADU75366.1;WP_003517334.1;ADU75367.1;WP_003521788.1;ADU75368.1;WP_003517330.1;ADU75369.1;WP_003517328.1;ADU75370.1;WP_003517326.1;ADU75371.1
1253270	WP_003517324.1;ADU75372.1;WP_003517322.1;ADU75373.1
1253271	WP_003517320.1;ADU75374.1;WP_003517318.1;ADU75375.1
1253272	WP_003517314.1;ADU75377.1;WP_003517312.1;ADU75378.1
1253273	ADU75379.1;WP_003517308.1;ADU75380.1
1253274	WP_003517298.1;ADU75383.1;WP_003517296.1;ADU75384.1;WP_003517294.1;ADU75385.1
1253275	WP_003520705.1;ADU75388.1;WP_003520703.1;ADU75389.1;WP_003520701.1;ADU75390.1;WP_003520699.1;ADU75391.1
1253276	WP_003520694.1;ADU75393.1;WP_080547382.1;ADU75394.1;WP_003520690.1;ADU75395.1;WP_003520688.1;ADU75396.1;WP_003520686.1;ADU75397.1;WP_003520684.1;ADU75398.1
1253277	WP_003520682.1;ADU75399.1;WP_003520679.1;ADU75400.1;WP_003520677.1;ADU75401.1;WP_003520674.1;ADU75402.1;WP_003516032.1;ADU75403.1;WP_003516031.1;ADU75404.1;WP_003520671.1;ADU75405.1;WP_003516030.1;ADU75406.1;WP_003516029.1;ADU75407.1;WP_003516028.1;ADU75408.1;WP_003516027.1;ADU75409.1;WP_003516026.1;ADU75410.1;WP_003516025.1;ADU75411.1;WP_003516024.1;ADU75412.1;WP_003516023.1;ADU75413.1;WP_003516021.1;ADU75414.1;WP_003516020.1;ADU75415.1;WP_003516018.1;ADU75416.1;WP_003516017.1;ADU75417.1;WP_003516014.1;ADU75418.1
1253278	WP_003516013.1;ADU75419.1;WP_003516007.1;ADU75420.1;WP_003516004.1;ADU75421.1
1253279	WP_003516003.1;ADU75422.1;WP_003516001.1;ADU75423.1;WP_003515999.1;ADU75424.1
1253280	WP_003515987.1;ADU75430.1;WP_003515985.1;ADU75431.1
1253281	WP_003515983.1;ADU75432.1;WP_003515981.1;ADU75433.1
1253282	WP_003515959.1;ADU75436.1;ADU75437.1
1253283	ADU75438.1;WP_003515954.1;ADU75439.1
1253284	WP_003515952.1;ADU75440.1;WP_003515945.1;ADU75441.1;WP_003515943.1;ADU75442.1
1253285	WP_003515939.1;ADU75444.1;WP_003515936.1;ADU75445.1
1253286	WP_003515926.1;ADU75448.1;WP_003515923.1;ADU75449.1;WP_003515921.1;ADU75450.1
1253287	WP_003515919.1;ADU75451.1;WP_003515917.1;ADU75452.1
1253288	WP_003515912.1;ADU75454.1;WP_003515910.1;ADU75455.1
1253289	WP_003515898.1;ADU75461.1;WP_003515896.1;ADU75462.1;WP_003515894.1;ADU75463.1;WP_003515892.1;ADU75464.1
1253290	WP_003515879.1;ADU75469.1;WP_003515877.1;ADU75470.1
1253291	WP_003515873.1;ADU75472.1;WP_003515871.1;ADU75473.1;WP_003515869.1;ADU75474.1
1253292	WP_003515855.1;ADU75476.1;WP_003515854.1;ADU75477.1;WP_003515853.1;ADU75478.1;WP_003515852.1;ADU75479.1
1253293	WP_003515849.1;ADU75481.1;WP_003515847.1;ADU75482.1;WP_003515844.1;ADU75483.1
1253294	WP_003515836.1;ADU75487.1;WP_003515833.1;ADU75488.1;WP_003515832.1;ADU75489.1
1253295	WP_003515820.1;ADU75494.1;WP_003515819.1;ADU75495.1
1253296	WP_003515817.1;ADU75496.1;WP_003515816.1;ADU75497.1
1253297	WP_003515814.1;ADU75498.1;WP_003515812.1;ADU75499.1;WP_003515811.1;ADU75500.1
1253298	WP_003515809.1;ADU75501.1;WP_003515807.1;ADU75502.1;WP_003515805.1;ADU75503.1
1253299	WP_003515803.1;ADU75504.1;WP_003515802.1;ADU75505.1;WP_003515800.1;ADU75506.1;WP_003515799.1;ADU75507.1
1253300	WP_003515795.1;ADU75509.1;WP_003515794.1;ADU75510.1
1253301	WP_003515789.1;ADU75512.1;WP_003515787.1;ADU75513.1;WP_003521440.1;ADU75514.1
1253302	;ADU75518.1;WP_003519574.1;ADU75519.1;WP_003519571.1;ADU75520.1
1253303	WP_014522642.1;ADU75523.1;WP_003519558.1;ADU75524.1;WP_003513744.1;ADU75525.1
1253304	WP_003521330.1;ADU75536.1;WP_003518917.1;ADU75537.1;WP_003513773.1;ADU75538.1;WP_003518914.1;ADU75539.1;WP_003513777.1;ADU75540.1;WP_003513780.1;ADU75541.1;WP_003513782.1;ADU75542.1;WP_003513783.1;ADU75543.1
1253305	WP_003518911.1;ADU75545.1;WP_003513789.1;ADU75546.1
1253306	WP_003518909.1;ADU75550.1;WP_003513805.1;ADU75551.1
1253307	WP_003513811.1;ADU75554.1;WP_003513814.1;ADU75555.1;WP_003518906.1;ADU75556.1
1253308	WP_003518903.1;ADU75559.1;WP_037295095.1;ADU75560.1
1253309	WP_003513826.1;ADU75563.1;WP_003513827.1;ADU75564.1;WP_003513828.1;ADU75565.1;WP_003513829.1;ADU75566.1
1253310	WP_003519503.1;ADU75570.1;WP_003513834.1;ADU75571.1
1253311	WP_003519302.1;ADU75579.1;WP_003513854.1;ADU75580.1
1253312	WP_003513857.1;ADU75582.1;WP_003522431.1;ADU75583.1;WP_003513859.1;ADU75584.1
1253313	WP_003519324.1;ADU75590.1;WP_003513878.1;ADU75591.1
1253314	WP_003513888.1;ADU75596.1;WP_003519322.1;ADU75597.1
1253315	WP_003513904.1;ADU75602.1;WP_003518454.1;ADU75603.1
1253316	WP_003513911.1;ADU75606.1;WP_003513913.1;ADU75607.1;WP_003513915.1;ADU75608.1;WP_003518453.1;ADU75609.1
1253317	WP_003518452.1;ADU75610.1;ADU75611.1;WP_003518450.1;ADU75612.1
1253318	WP_003513932.1;ADU75617.1;WP_003513934.1;ADU75618.1;WP_003513937.1;ADU75619.1
1253319	WP_003513945.1;ADU75622.1;WP_003513946.1;ADU75623.1
1253320	WP_003513950.1;ADU75627.1;WP_003513951.1;ADU75628.1
1253321	WP_003513952.1;ADU75629.1;WP_003513953.1;ADU75630.1
1253322	WP_003513956.1;ADU75633.1;WP_003513957.1;ADU75634.1
1253323	WP_003513961.1;ADU75636.1;WP_003513964.1;ADU75637.1
1253324	ADU75638.1;WP_003518422.1;ADU75639.1;WP_003513973.1;ADU75640.1;WP_003513987.1;ADU75641.1;WP_003513988.1;ADU75642.1
1253325	WP_003513989.1;ADU75643.1;WP_003513990.1;ADU75644.1;WP_003513991.1;ADU75645.1;WP_003513992.1;ADU75646.1
1253326	WP_003513995.1;ADU75648.1;WP_003518419.1;ADU75649.1;;ADU75650.1
1253327	ADU75651.1;WP_003522908.1;ADU75652.1
1253328	WP_003514047.1;ADU75654.1;WP_003519521.1;ADU75655.1;WP_080550895.1;ADU75656.1
1253329	WP_003515048.1;ADU75661.1;ADU75662.1
1253330	WP_003514026.1;ADU75665.1;WP_014522651.1;ADU75666.1
1253331	WP_003514987.1;ADU75669.1;WP_014522653.1;ADU75670.1
1253332	WP_003514075.1;ADU75672.1;WP_003519528.1;ADU75673.1
1253333	WP_003514077.1;ADU75677.1;WP_003519267.1;ADU75678.1
1253334	WP_003519257.1;ADU75681.1;WP_003519255.1;ADU75682.1
1253335	WP_003519540.1;ADU75686.1;WP_003515210.1;ADU75687.1
1253336	WP_003520207.1;ADU75690.1;WP_003516785.1;ADU75691.1;WP_003514102.1;ADU75692.1;WP_003514104.1;ADU75693.1;WP_003514106.1;ADU75694.1;WP_003514108.1;ADU75695.1;WP_003514110.1;ADU75696.1;WP_003514112.1;ADU75697.1
1253337	WP_003514120.1;ADU75700.1;ADU75701.1;WP_003514124.1;ADU75702.1
1253338	WP_003514128.1;ADU75704.1;WP_003514130.1;ADU75705.1;WP_003520209.1;ADU75706.1
1253339	WP_003514134.1;ADU75707.1;WP_003516780.1;ADU75708.1
1253340	WP_003514163.1;ADU75720.1;WP_003516767.1;ADU75721.1
1253341	WP_003516761.1;ADU75725.1;WP_003514173.1;ADU75726.1
1253342	WP_003516759.1;ADU75728.1;WP_003514180.1;ADU75729.1
1253343	WP_003514198.1;ADU75737.1;WP_003516738.1;ADU75738.1
1253344	WP_003514204.1;ADU75740.1;WP_003514206.1;ADU75741.1
1253345	WP_003514209.1;ADU75743.1;WP_003514211.1;ADU75744.1
1253346	WP_003514215.1;ADU75746.1;WP_003514216.1;ADU75747.1
1253347	WP_003514218.1;ADU75749.1;WP_003514219.1;ADU75750.1;WP_003514220.1;ADU75751.1;WP_003516730.1;ADU75752.1
1253348	WP_003514222.1;ADU75753.1;WP_003514223.1;ADU75754.1;WP_003514224.1;ADU75755.1;WP_003514225.1;ADU75756.1
1253349	WP_003514226.1;ADU75757.1;WP_003516726.1;ADU75758.1;WP_003514228.1;ADU75759.1
1253350	WP_003514230.1;ADU75761.1;WP_003514231.1;ADU75762.1
1253351	WP_003516709.1;ADU75765.1;WP_003514235.1;ADU75766.1;WP_003516707.1;ADU75767.1;WP_003516704.1;ADU75768.1;WP_003516702.1;ADU75769.1
1253352	WP_003516698.1;ADU75773.1;WP_003516696.1;ADU75774.1
1253353	WP_003514254.1;ADU75779.1;WP_003514256.1;ADU75780.1
1253354	WP_003514291.1;ADU75781.1;WP_003514292.1;ADU75782.1
1253355	WP_003516878.1;ADU75786.1;WP_003516877.1;ADU75787.1;WP_003516876.1;ADU75788.1
1253356	WP_003516873.1;ADU75792.1;WP_003515182.1;ADU75793.1;WP_003516872.1;ADU75794.1
1253357	ADU75813.1;WP_003513709.1;ADU75814.1
1253358	ADU75818.1;WP_003516860.1;ADU75819.1
1253359	WP_003516854.1;ADU75822.1;WP_003516852.1;ADU75823.1
1253360	WP_014522658.1;ADU75825.1;WP_003513693.1;ADU75826.1
1253361	WP_003513685.1;ADU75829.1;WP_003513683.1;ADU75830.1;WP_003513680.1;ADU75831.1
1253362	WP_003516835.1;ADU75839.1;WP_003513660.1;ADU75840.1;WP_003513657.1;ADU75841.1
1253363	WP_003516833.1;ADU75842.1;WP_003520245.1;ADU75843.1
1253364	WP_003516826.1;ADU75845.1;WP_003516824.1;ADU75846.1
1253365	WP_003516822.1;ADU75847.1;WP_014522659.1;ADU75848.1
1253366	WP_003516818.1;ADU75849.1;WP_003516816.1;ADU75850.1
1253367	WP_003520441.1;ADU75857.1;WP_003513646.1;ADU75858.1
