LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003517888.1	25.337344658001	25.4279475471786	25.2322605554279	25.1317127284185	25.6710803314015	25.6603053385298	25.3583917916555	25.6558666582993	25.099857236953	25.6873194428926	25.7320490394743	25.4664905356281	25.3834243376908	25.3331977136585	24.4131069496581	25.2905760265497
WP_003519075.1	23.328742831577	24.221070069169	23.1082109146057	23.2393334204878	21.704739548473	22.0292778543071	22.2841510798408	22.5388567667948	20.3845463463494	22.0448897686948	22.5713965175975	NA	22.6933659003027	22.9356847473465	22.9475813623364	21.8675522723037
WP_003517002.1	26.7674317755261	26.4432655642093	27.3848668382269	27.2348243603252	26.845463137742	26.9216105349932	26.8777135605812	27.0748161471387	27.0454752727229	26.4933700708588	27.1606735279447	27.2990127616813	26.8126589080702	27.1694303497933	27.060149698225	26.4997094781224
WP_003516256.1	26.0144185648772	24.2893786607133	25.6768273230125	26.0476455162119	26.1287881120476	26.0232321471627	25.3753577957677	25.3153638431751	NA	26.0482959946815	25.4626983633181	24.8391094967239	26.3468057149207	26.1366910266255	24.682393469206	25.9374058108279
WP_003512078.1	24.4297623959493	25.5616702115648	25.6618608596902	24.7108973427522	25.7318889829816	25.8710168873268	27.2341839892491	27.4169594375569	NA	25.3192688479276	25.2806531149909	25.9255567266557	25.796546679611	24.1426348210703	25.6812222670275	26.2911917859444
WP_003514651.1	30.3743957294152	29.6256231375726	30.5405526654805	29.7946287156973	30.158059748996	29.9800280819096	30.3627680384364	30.2406540224131	29.3240107080558	29.8156960681052	28.9604558968401	29.7151403418192	29.4506030743552	29.2433540272729	29.8524346398314	29.3535569798836
WP_003513418.1	27.151604847462	26.48206707399	27.9934350326555	27.7428026118906	27.4832453225888	26.7564707937199	26.8683703104303	27.6174851058806	27.6612149570323	27.273252157986	27.4002369329202	27.4961499051417	27.7556953926944	27.3995213361735	27.4603134478255	27.5823882950221
WP_003516528.1	29.1882580848374	29.3765468207131	29.8678694620288	29.5669776015429	29.5241915575143	29.7554225078164	29.4614247349255	29.2836304987162	29.9150968170661	29.1354267731006	28.8184201013598	29.5529802308332	29.2962619028348	28.8647856785431	29.0959202791874	29.5391473700032
WP_003512074.1	29.5872428345093	29.4968537723005	29.3552686180717	29.214905097651	29.4285706610578	29.502182584163	29.4999649814959	29.4328648202273	29.4251236309581	29.3855064820561	29.4695735518901	29.3412137491685	29.1832220119132	28.8710043549175	29.4054453324213	29.230273468838
WP_003519059.1	31.1179713983791	31.6684331593989	31.4663415770106	31.6620971166337	31.5564683948211	31.4427047541819	31.4993563301712	31.4738846370676	31.427222444871	31.3495542237296	31.4262065565086	31.3703763988349	31.4378722601919	31.4482911022448	31.4547106325989	31.3966838100865
WP_003512072.1	24.5167228141516	22.1958871885725	24.116493057847	26.0078310769281	25.1540685430372	24.5518148682875	26.0168822555132	25.3931747696972	24.4072639389487	25.3980856815699	25.3621990971881	24.8827122958393	22.8788247121806	24.113266217747	24.2642573553664	24.3965407649903
WP_003518229.1	26.7628493804158	26.2160307286917	26.468872412785	25.6829581263224	NA	NA	25.4620165707765	25.2818179973501	25.5167545191889	25.1618331899253	23.2677291935966	23.9233525888835	NA	NA	NA	NA
WP_003517016.1	24.6225005368842	23.9257612044265	22.4455024851427	23.6221474990598	23.2535868202592	23.0031404584274	22.0968733339019	23.2044240964665	27.1930937705842	23.3639629007808	22.9522383525414	25.1868646722453	26.5387011220576	22.3300620648313	22.8307627370459	26.0496971129397
WP_003519067.1	29.853760569664	31.0160817909191	29.8069636105036	29.2049188653445	29.9475237797716	30.4184906368678	29.5816045544235	29.9720629532444	29.1400571540513	29.6484270497507	29.1667038506026	30.135683976991	29.537943904069	30.2078226058115	29.5056423929821	29.754070287923
WP_003514216.1	23.8269024787921	23.8047805899441	23.0342331860055	22.9487840569765	23.8970621635287	NA	22.9521426783209	23.4593546028186	25.5072984694851	22.4172410383586	23.4778833246258	23.2092297236493	23.611889961587	22.7820681771667	21.6034451804655	22.6761205157946
WP_003517014.1	26.5166096603219	26.9696536904676	27.5961294980103	27.587396085741	26.8356647086335	26.9328889144219	28.2710697407995	27.6297265982593	25.9970894005323	27.5961294980103	26.6132677630184	26.2601112942844	26.934389823657	26.4056218794121	27.8761574090258	27.9006955697651
WP_003513600.1	23.4944421067109	24.760188844717	23.409766213458	NA	22.7958624271629	23.8564625187529	24.3407097589512	23.9232255057531	NA	NA	24.2148113894685	24.8981111889144	23.3519567856915	NA	23.7487103932606	23.9581128998227
WP_003513515.1	29.6639267351696	29.5753437700749	29.5761298728136	29.2320161691968	29.4905115181735	29.5191444486363	29.8511009044017	29.6880875090972	29.8752946818684	29.8477835661865	29.9821195028379	29.8119990355987	29.5009641322315	29.2799413847884	29.575393230075	29.7077576539997
WP_003514890.1	23.6779195202647	NA	24.1380667486075	23.8165500224685	NA	23.4991673944371	23.5515831870896	23.1337917907573	NA	23.1519533853296	NA	NA	22.5467142697165	23.6369024726991	23.496211478633	NA
WP_003512797.1	24.7519672449478	25.2095280117538	24.556154079069	NA	24.6912353170743	25.3185244896943	23.4660739266335	24.6824331809975	24.7835860859247	24.6579754941151	24.2891948226793	24.834738471954	24.5592487573544	24.840656543641	25.1333942142419	23.6329497996086
WP_003516266.1	24.3101112153742	25.454393483717	25.8768812316747	25.3370664360331	26.3657956192664	26.5212136201091	25.1826678500531	26.0642401036466	26.7206791545583	26.5014402360696	26.6597739578136	27.0646504667993	26.5130580233291	26.4151361102438	26.3625423415542	26.5589331635156
WP_003517018.1	28.3270466902895	28.6954965011846	27.8348609201612	28.0293917804067	28.1346637855443	28.3823729809206	28.5100921008568	28.6819532487384	28.310950219297	28.23339527829	27.9931315766829	28.6654826365586	28.0677977742249	28.1414075971397	28.1559249656511	28.2911854994553
WP_003513430.1	26.9231434556194	26.6575787024217	27.6612002184886	27.3160208255836	26.8040501722814	28.3976045629837	26.3486160250267	27.9069506961636	29.3482022406709	28.9318603594978	28.974721642387	28.9002182118601	28.6498843357494	28.9156251735489	29.0244984797863	28.6990534374711
WP_003518239.1	27.5434934799143	27.665816283956	27.5444418285578	27.8352136730076	27.6117923310575	27.644687152814	27.6638877968757	27.8101072569117	27.4605433997381	27.5228808264346	27.6655937707441	27.795816258235	27.7076739806369	27.6393204616505	27.6025660611968	27.535439487128
WP_003517033.1	25.3994465401503	25.1637411765086	25.9651243437523	25.722147712634	25.3393305428383	25.3051165914338	25.1636272212749	25.2039054973469	25.12210226783	25.1844492064474	24.7918292668648	25.0591310363194	25.0432585593652	24.7442553632822	24.192042512968	24.8790138677777
ADU74289.1	28.2339521050543	28.0528621244211	28.8753807045721	28.3809062830764	27.9246991453768	28.2152624848861	28.3069110268367	27.8438014941809	28.6059369976038	28.4180098417666	28.5470760615607	28.5062446553335	28.3806325134322	28.3521508009615	28.5758983260271	28.5277503706853
WP_003512219.1	28.2790918953467	29.4472801083336	29.4438711746957	29.7474103421553	28.5088319965487	28.679999243681	28.0281987263573	29.0683268774	26.6848134214666	27.672997786259	28.191218295941	28.4130493288632	27.0712686786235	28.7660212109497	26.8417900257715	26.7879176962598
WP_003514851.1	30.0850077380882	29.8857440800563	29.8776293735602	29.9681531541843	30.0924705306649	30.1389148725286	29.7582496652792	30.1284874545973	30.2472201299918	30.1251898616284	30.1020136534004	30.0860691868613	29.9922252596329	29.6838608203359	30.2077346724554	29.2937197269926
WP_003513814.1	25.3098156343029	23.5595215202886	25.6316452822022	24.8404986586748	25.2760144496362	25.2254986153005	25.1304829375361	25.7974065854156	24.1935670814594	23.0954416096554	25.3006631367828	25.1835677112575	22.980811835368	23.5658949855691	24.1722891145668	24.198602199179
WP_003513630.1	25.4845531375399	25.5049776459737	26.4640132011672	24.3732150531565	25.6054751496145	25.6556103738738	24.4594584323887	25.5736195746421	25.4759794257856	24.7444759136352	25.4025329952672	26.7833247727932	26.7227041360823	26.7199236794717	25.2090737535355	26.7265383473063
WP_003513022.1	NA	20.3021010332298	20.9541463771157	20.3059134437799	21.8635847793914	21.2446345821042	NA	20.6155869678249	20.5368590253797	20.8873257121078	NA	21.2976767741886	NA	NA	21.7636398845875	NA
WP_003512076.1	29.9584116310071	28.6294844955603	29.4105833123267	29.5132352822055	29.442823595928	29.471090519097	29.8008449041363	29.53605990054	28.6449443100359	29.0682760107584	29.4925449310918	29.3285974166106	28.2567880295634	29.114075117174	28.985700339409	28.5017983110309
WP_003516465.1	28.864458208003	28.0762410176225	28.3952509638639	28.2059754026491	27.5075871373189	28.2725029310661	28.4752221993592	28.2829501231392	27.1312909503353	27.5049018381012	28.2438447018714	27.9828045773958	26.9612540580098	27.6601778061106	28.1003163470221	27.9265913237831
WP_003513536.1	24.050588460246	24.0070882658964	24.1449488757482	24.2313403310202	23.0556732481392	23.7157957127274	24.2257418845466	23.5062308324684	24.4529187648657	21.8848168682703	22.9623545300657	22.9239522131774	25.0327198446195	25.1662432878502	24.7761241586918	24.6166581431902
WP_003513072.1	25.2741018251084	24.9473758186366	24.5217027816768	24.3243362999813	24.570658368009	25.1312258568579	24.7472602675959	24.7128345410447	24.5129184488553	24.480902083994	24.6995953613966	23.9418366705669	24.8963903202607	24.3396883366281	24.7994610502948	24.4349265208591
WP_003518237.1	23.9460818645937	22.740574201239	23.8074064826658	23.9963524426915	25.2606327480042	24.1185634301065	24.9597804589101	24.201896859976	23.8427752868565	23.33641466829	24.5886423609357	23.5644452822455	24.2268263226884	25.7859018059363	22.4872616184757	24.143346029647
WP_003515613.1	23.4779552404961	NA	26.6536910969607	22.2961834763152	21.9475461745898	NA	NA	22.5940467891952	NA	NA	26.7901400418538	NA	27.292814038721	23.1974621671004	NA	23.2539727540296
WP_003517043.1	24.8069775660236	23.0611550367758	24.373218349935	24.1612941644177	23.8567620641978	23.9963684212345	23.919695394579	24.3187998099012	25.7795962492024	24.3676432151979	24.8896375045148	24.6863374195492	24.3169318061751	24.6994659551894	25.0066693657589	23.8069756496869
WP_003517211.1	23.5008020945296	NA	24.4237591778578	21.6299921443319	24.038643692299	23.8912507070303	22.3798430911232	24.3141826613824	26.8569502644017	25.8513276223841	24.2771607552999	25.5849027454784	22.5685712122492	21.836146392186	25.4211433632286	NA
WP_003518639.1	26.7820038918999	26.8203922857393	26.9212496720773	26.9402975234082	26.9116002034428	26.4388770153295	26.640407619398	27.1588332352588	26.1810525368764	26.6828061155325	26.8205941319231	26.8517576266484	27.1286355723038	26.856968373076	26.938754121043	27.3015197342385
WP_003513915.1	27.2541020210455	25.7071739281824	26.5593922393651	27.485065066114	27.0252450176476	27.5338016180808	26.7697844492056	26.9092137485875	27.0064176997367	27.1115559304731	26.7405063606522	26.9493768377098	27.4827021985672	27.22727166387	27.4536851798419	27.0331917440226
WP_003518225.1	24.4862744945036	24.0017958641547	25.339762521292	25.1030621868709	24.9631636126591	25.436297074757	25.342077960849	25.7897486950193	25.0934168044864	25.8768812316747	25.6933612123047	25.79096750234	25.265276058203	24.5625382695438	25.648478894371	25.6201893574921
WP_003517548.1	23.3543713364898	23.8651954924416	22.6674835160907	24.6534344857817	24.72709077501	23.6197856136423	23.3356108377096	24.9054353292061	24.5180577592024	24.0000601562355	25.0106584118096	25.0902415698794	23.9262807802529	24.4563249041386	24.7233398983744	24.2333384353571
WP_003516178.1	24.2350205472035	24.4537956494165	25.5291592117263	NA	23.1319168945405	22.6503408249136	23.2106804824173	25.2767738077624	NA	23.3864672687537	22.7331643468498	23.4837486803916	22.4232167189932	23.8530575737735	23.1957046237021	23.8787569761741
WP_003514587.1	31.2614667740563	31.5323001443685	30.9293467570605	31.3036623371921	31.1830796572319	31.1185256678902	31.717118756096	31.2150492138275	30.4970464066196	30.8021366331047	31.1885913494921	30.8997023204915	30.7733348746285	30.7907328309254	30.72535384011	31.3100682147027
WP_003516105.1	26.4019611897855	26.1305825813484	26.3097502385073	26.2051955359683	25.986598712169	25.5318347454604	26.9629288630461	26.630243635007	24.3533732071115	24.2775527780907	26.4185339062341	25.8593469880194	22.2209472427487	24.0579928368443	23.5522807150076	NA
WP_003512705.1	23.9381334723804	21.8050465015524	23.5242523843101	NA	23.7941383483169	23.7895384016343	24.4633915110584	22.9603235580799	NA	NA	23.7378864976553	23.1737405496103	22.2072115235604	NA	22.6942637685508	NA
WP_003515625.1	26.9554424381439	26.4873960011568	26.7112350607254	26.3273771008432	26.5356317677129	26.7402870289486	26.1951006334371	26.3506491283958	26.6889025563192	26.8656377542998	26.8119550475457	26.806134919918	26.4852958442735	27.0315731575147	26.6030332954229	26.7083351187738
WP_003514694.1	24.398515822437	24.1947444944838	24.9993585750138	22.9925170057339	24.4233097859185	24.9196302309922	24.681287186943	24.0740397308279	23.7407605522214	24.5509153522595	24.4080380297731	23.8755264425282	23.5741839953928	24.5060934616087	24.5485276324618	24.5057147797991
WP_003513388.1	25.0201933919132	28.7511259991775	28.5871300471646	23.9130888294454	28.421162844423	29.0242553814008	28.9344033967815	28.8520997468892	25.5954904728235	28.5401037728793	23.9693806669999	28.6448706735903	23.3943766628832	25.3069828093589	29.0051571790253	24.0238206007299
WP_003514696.1	22.7580107648035	24.7806217323499	23.8270109804309	24.6315983662726	25.3118424532184	25.1840674641514	24.8088186778805	25.2505213063887	NA	25.2063741700346	23.1987927948008	25.9135707442504	24.8851943841431	24.1259464070464	25.3975855797979	25.1916365155425
WP_003512048.1	28.2116700433283	28.8238934326012	28.7986277017331	28.7931439283921	28.7100812566503	28.3082865101642	28.9223640485796	28.4886902743266	28.064467141476	28.8165936149939	28.9529960647473	28.2787624970164	28.2814298044049	28.5560896249503	28.4990382811032	27.8896318784124
WP_003515648.1	23.9945985242576	23.7682144510146	NA	NA	24.1805848955203	NA	25.1602223884953	24.1372980300411	23.9348152783	23.718753416447	NA	NA	25.0700913735945	NA	24.7928258995029	23.9936259657458
WP_003516984.1	29.1070348610978	28.9884090659087	28.8695433479291	28.6826650074641	29.0450341554077	29.1387940507797	28.9697769627115	29.528203550455	29.6651583120868	29.544510845192	29.2398200056379	29.4632979561877	29.3233220313567	29.2257881447801	29.2890696179582	29.3432069741953
WP_003514690.1	29.0847652811735	28.4687202724812	29.0103652730029	29.4471492614039	29.0913881551837	28.8781988293334	29.2482618917046	28.4951747174577	28.9300812306315	28.6908341828652	29.2229745991832	29.1551161998107	29.1037345921413	29.1213527501548	29.0574849029395	29.1630085632005
WP_003520661.1	27.6676453518047	26.4356145114442	27.8201831963831	26.5473669947332	25.5111561401362	26.0652099756898	27.9111133251309	26.4344518411507	24.7475668759406	24.1054263449336	26.2205416528275	25.8207626150473	NA	NA	23.3766258519291	NA
WP_003517492.1	23.9418153036726	23.1020905709253	23.3176619638869	27.5983034005142	24.3826734653981	23.4587287587577	22.6809943126862	22.9313021001112	23.5948075127206	23.3975722039681	22.9085350955246	22.960175395017	23.133879740352	21.9047762594526	22.6380854114601	22.5000573275768
WP_003519055.1	31.7947650293503	32.5166872753906	32.8300853940769	33.9142794951601	32.8324679169446	33.4020701497888	33.9142794951601	33.039192403731	32.6460190546673	33.0309043237011	31.9074571791546	32.8397575002272	31.7854552659373	31.356063382162	32.8196780292853	31.3587065330219
WP_003518876.1	27.4332694340157	27.4203788970285	27.4371263218659	27.1584558828874	26.9170452543851	26.7482887326616	27.3266224816492	26.8576140796369	26.6980600933963	26.5996540853272	26.6972074703609	27.0922471482308	25.9059030582721	26.8684354639678	26.6847815502934	26.5745611913907
WP_003519057.1	27.9576074220898	26.5543484265006	27.8249068422075	28.0559547193682	27.3571685211687	27.5845054483519	28.2295484883005	27.9231096114799	26.0697434726778	26.295826942613	27.1187876104584	26.8430279499966	25.2358300186228	26.7019708656502	25.1473161772066	25.5866682701363
WP_003515646.1	NA	22.8130636142271	21.0949345244654	NA	21.0261292726012	22.7390795578437	21.708923237988	NA	22.0934087586726	22.4052641113007	23.3257873817684	23.1614233037434	NA	22.2941202830493	23.4620941871546	22.7693066929274
WP_003513565.1	28.096288809256	27.451990301593	27.5493545810358	27.881052802518	28.5281761966985	27.7171709060176	30.061000601535	27.9170969402357	27.9457924150339	27.1807573159962	26.9728316955824	26.4651548531815	26.0742598035651	26.2146317739968	27.9116702592625	26.2397090811961
WP_003513162.1	24.0719902163323	23.595885491132	24.2636914097453	23.936022246414	23.4087309482826	24.0538503799655	24.4532646193641	24.6095767774393	24.5615216634941	24.6274944468239	25.1664378605066	25.0241351443136	24.3549463307247	24.3212763437513	25.3068178190566	24.6215972914022
WP_003512650.1	26.4150021123513	26.1917113356795	26.5293152781551	26.5641259661785	26.7051942460515	26.4223828678929	26.0074628512835	26.60117539987	26.3001696330242	26.759779697967	26.2083901849946	26.5694209239276	26.3103295043581	26.7281423763469	25.3758742759213	26.1406784626178
WP_003518858.1	26.1035638104782	27.0812742859976	26.3489469459418	25.740621040179	26.1619940208498	25.8173600154286	27.2939411101355	25.9038926060595	26.8082388797853	27.026043613747	27.0555976907216	26.7171415493331	26.0384339220588	26.8840666786682	26.3254467155487	26.4344897561605
WP_003516455.1	29.5629685304732	30.1870257444047	29.3855064820561	29.8980554374306	30.0156002344626	29.5466814868927	29.5663013439489	29.9213043101188	29.5837017838386	29.9541641962403	29.4446250818437	29.9185083188661	29.2404319635726	30.4102442825235	29.743573797097	29.8935880832474
WP_003515482.1	24.0401246660245	23.6886681252461	23.5945458725589	27.2273684713859	25.4314355956515	25.4844108033771	22.7790737278722	23.4862602403866	28.2898859964499	26.0148458310561	24.416246777627	21.4357315336936	26.440494201272	26.0700854527951	24.631136894808	23.9805495915706
WP_003517983.1	23.1877663900367	23.6948035412063	22.2931013090171	25.3394353798297	23.3415855002509	21.601864857441	23.311331388811	23.3116473525353	23.970624076577	22.6332335194019	23.3190109063792	22.7852530056988	26.1414565591601	NA	25.1599709272539	21.6100874032655
WP_003513989.1	NA	NA	NA	NA	23.0629296095342	24.3691264604229	NA	23.449356795371	25.3415613367629	25.3600736988137	24.6269930253185	24.7689085488235	25.4743086919284	26.0650930223728	25.3938973479107	26.035469043766
WP_003518626.1	28.3138650086501	24.7107922680263	25.8633688479737	24.9990317788605	24.3437494565926	23.6249200664295	25.8349556239077	24.6537408686779	24.3488015903426	24.4281723948838	25.6221263144765	26.0074547657519	25.7882927640924	25.9055173678435	25.1417235989278	25.9425429222345
WP_003513575.1	24.9608028481238	NA	25.735142406987	25.8749616158542	25.8200254569653	24.8178825626715	25.3390192456465	26.3741147982629	26.5624961206511	25.2867684372962	25.9587044132075	26.2235101574413	24.5008716912577	25.1214952749935	24.9040722342583	23.1351464408556
WP_003515632.1	28.2482881993168	28.808317616284	28.3537540017176	27.8560592589944	29.5135980788858	29.5778038534667	28.3435073931902	28.7076506647675	29.650906013329	28.8695433479291	29.131680410256	29.6355407728478	29.4268773758091	29.5612311605663	29.4152027345168	30.155283209231
WP_003516617.1	25.6076820703147	23.7639294169247	24.2549108589819	25.182456062706	23.2590301242145	NA	23.6888055262411	24.1725577317236	23.4660739266335	23.6785053421738	23.8205975081322	23.9669953467179	24.5759732721378	22.3978859210105	24.2139660133374	24.2704139993524
WP_003515650.1	NA	NA	NA	22.5937589596355	NA	23.0114609614853	NA	22.8679533753683	20.9402999103016	NA	NA	21.6914605416768	22.3036904688522	22.0496450598277	21.8410423830841	22.9162680062088
WP_003515634.1	22.9127295831929	23.095766607085	22.2820303715872	NA	21.6309103937212	23.2955837573865	22.5652793906731	24.1777300745242	NA	22.8814485780571	24.1595314793778	23.1811530534181	NA	NA	NA	22.9240458085163
WP_003513304.1	28.5719846152432	28.2786540211556	27.4916087058523	27.2634906844978	27.7584351631359	28.0892359425735	28.0848978592146	27.8536178237945	27.8442315936685	28.390903946469	27.3571903555512	27.3243415977118	26.9383809028001	26.842956361892	28.2019565585199	27.3074162996805
WP_003513139.1	26.6176293055387	26.7414216220254	26.6420876353871	26.8367110361619	25.8425546839261	25.7419556754108	NA	26.6394043026385	27.0657370539104	NA	26.4155450392757	26.6170442889433	NA	26.0498179421729	NA	NA
WP_003517100.1	24.5050049892715	24.819234586926	24.860133357735	24.5834365552935	25.1845347148645	25.1161367612474	25.3184332762727	24.8065636358691	24.7962129946402	24.8036602470205	24.9095376688089	24.5914453005343	25.2079368146075	24.6027879523866	24.5064631152427	25.2133006416005
WP_003517102.1	24.0604342669539	25.241712468642	23.33641466829	24.0363391793555	23.7522735567795	26.4354268590299	24.5401504562831	22.261223020329	NA	NA	NA	22.4901665977803	NA	22.5117833401527	NA	23.0903757803226
WP_003518866.1	28.5988250161428	28.4473409505647	28.2482183926735	28.3433358916351	28.5935890326714	28.606746223211	28.1712630402899	28.4069329357152	28.5328044135255	28.4937546761528	28.4248005515328	28.3205264820411	28.0459545542521	29.298387993328	28.679188994591	27.8726888616595
WP_003516841.1	28.0276882773595	28.1794004193666	27.745713479896	27.333713545229	27.9547623240726	27.7853939595226	27.9272259596515	27.7703989624876	27.921696230721	27.3342595523124	28.0373802204542	28.087572778667	28.1385269187852	27.9888882016315	28.3175000144763	28.2021445325997
WP_003512626.1	32.1859344266511	33.0139529078786	31.8946173057559	31.4966557652028	31.899549657712	31.5958701001165	32.4446489202688	31.5258440184023	31.6690621172441	31.154120864615	30.9171421461016	31.6089726525316	30.1566661327597	30.7719917572219	29.841760351916	30.447682284558
WP_003517498.1	26.5445772185604	25.903982855617	26.2001872685185	25.823956736999	25.476527225793	25.7333339207444	25.7946437008564	26.1537691753914	25.3166103754094	25.074898467523	26.6401836366083	26.3838025133842	25.7502999849862	26.075131993704	26.1656922714152	25.7354998397318
WP_003519194.1	25.3429536464439	25.355907342621	25.2644047159805	24.7858748250444	25.4359328137884	24.6972526119535	25.3816284082304	25.3305474665092	24.829827674703	23.7313893306511	25.0774828413865	24.1491381504132	24.6572331099576	24.50140125276	23.637136142889	24.9805208541537
WP_003512095.1	27.7687646595488	26.5794462511483	26.9173277839961	27.2090092621886	27.1492760335079	27.4814260305082	27.24780037923	26.7891513900551	26.6591059977652	26.7083151965063	27.5182371236854	26.4466020140299	26.3577619997948	26.6783817962592	26.0396251972427	26.2960951368206
ADU74909.1	26.133343918335	26.1516260424555	27.1179915780397	26.5325702447794	26.5453918319922	26.2561610652209	26.7348557634608	26.0283232057067	25.2082489560223	24.8690773000614	25.2411317097021	25.0955615284728	26.0588375065485	24.7660652376941	26.7065832258107	25.9018810202983
WP_003516317.1	27.0410398698357	29.1485778463145	28.4047161532619	28.4385823866595	28.678891443472	28.1561753185716	28.7089439080659	28.4137368147805	28.0040404017729	29.7973127145903	29.1040066005481	29.6959302064004	29.3967213186977	27.8487444226507	28.6492568249027	28.2406483736397
WP_003520894.1	22.7650425943916	23.9445907199318	21.8199367890802	22.8641140238004	23.5991008480916	22.6937748840296	22.4573463780597	23.1750174167871	22.3256087447017	23.1860191524935	NA	22.8284234516095	23.5553315666509	23.9323029763869	23.5718867737336	23.2314500069587
WP_003512097.1	30.4356392444911	30.2270813607301	29.9541641962403	29.8220189128303	30.2727033154722	30.2200458061616	30.6393930952342	30.1190924160096	30.3699730495801	30.3850986186179	30.3135813017421	30.2847691441683	30.2282604654857	30.2913936464284	30.2902495296543	30.184520837604
WP_003514578.1	29.4972978599026	29.1135262605842	29.098873806233	28.5775873297202	29.1181387607616	29.1782213826595	28.9047544326162	28.9551626917059	28.9959654093252	28.6169225903785	28.849891427288	28.8084948795929	28.7927790238386	29.0380755290406	28.6940887730187	28.9554182748195
WP_003516863.1	28.3865734281777	27.7247588791098	29.5159516446582	28.2370177928199	29.903169857598	29.2996645074236	29.2755385254806	29.8651093770537	29.5959911693017	30.0728385629754	29.1950609689047	29.7493017563249	29.2554862319812	29.6297171685012	30.5727262034514	28.5212863728894
WP_003512801.1	22.350197478405	25.0294586312209	22.3282515554437	22.504903812559	25.0271016709131	22.1764493786531	23.1546972242526	21.2591391320127	23.8497198752403	24.4184244895596	24.7153589081266	23.1098464642157	22.8676213640586	25.0848823835031	21.9340506665894	25.8732649495162
WP_003515767.1	29.175087564713	28.8712423695072	29.1121328577951	28.9198738641918	29.1818401093135	29.230273468838	29.1969433602893	29.1246088898805	28.719439226725	29.1062830186521	28.9827897586496	29.0059522016146	28.5637866777267	28.9438664884522	28.9264364513413	28.5897255123528
WP_003516319.1	26.4584429819706	25.9081758214569	26.3270049861074	26.2339229775859	26.7011268405201	26.4067329936074	25.9223784051399	26.3605511794499	25.9639568499926	25.7686926979233	26.0778033657014	25.5083331136398	26.1916985444231	26.1103790174064	25.3168544483834	25.9057333392375
WP_003513279.1	29.7079769729624	29.7104872533307	30.7275020905761	30.0574618629846	30.7488944173738	30.5153181917277	29.8286418720008	30.4612405605219	30.0640483066015	30.1071337561454	30.492689194749	30.3646017141228	30.8437391604616	30.7495048438452	30.7625022989575	30.7744437929231
WP_003518457.1	27.5480799791157	28.0910372397941	27.4857613013543	27.6854476971368	27.4070052379579	27.2800004188014	28.1862932889489	27.7513449403759	27.9971760758341	27.9249610531207	28.3485938912038	28.3871554823663	26.8743107424389	27.0284300006876	27.6439973972644	27.6958104277725
ADU74371.1	27.1461112989876	26.0620067115056	26.8253333315782	24.781033247943	26.1158413155154	25.664529951305	23.8163653119543	26.1502662135928	24.6264925357479	26.3308031556774	24.3427111316102	24.8611229163384	26.6750591099359	23.1074763244623	26.3378945195064	27.1603127436047
WP_003512350.1	23.3811077303472	22.3169607960121	23.8888307801863	22.9217658914317	22.354268442812	23.5912059110361	23.8481560448888	23.7417165547095	NA	23.3117945794434	21.3283720688329	23.1675346956747	21.258920498113	21.6732940053868	21.3798106330678	21.6261578393283
WP_003516877.1	26.2554298592887	25.5214904496543	25.7927263731588	26.495629416086	26.0622553260999	26.1942814619519	24.6313550316368	26.1848398091579	26.0209531532792	26.1926483229012	25.9891105582797	25.8256775134616	25.8445392915217	26.005578875117	26.0547852557028	25.7215160287491
WP_003518445.1	24.2431401908024	24.769784558851	25.1223559111047	24.2553635216574	24.4362646311079	23.207253885543	23.1628824374947	23.4205929074543	23.9484522792064	23.3518603085057	23.3793418732251	23.3817202373302	24.3325092489998	24.2147245156953	24.2092034204841	24.6119289735281
WP_003512622.1	24.9540761119083	24.4892240169932	25.5986447720713	25.3581860021173	25.2271521104763	25.4513677861538	25.4942481209614	25.0283574872314	25.7338310713493	26.0442719616359	25.519305980244	25.7261117519058	25.1402791351322	25.6855076932415	25.4398333653281	25.4801657951181
WP_003514472.1	25.9521300614523	25.0479050614925	25.5548400838078	25.8654464970723	25.5312940134803	25.0891925792954	25.4811527233592	25.8632505688397	25.3457139913513	25.2411663131515	25.5087759189238	25.4233574347805	24.9522863790026	25.2879803905176	25.6320687226181	25.3347107419959
WP_004463712.1	23.4353366057096	NA	23.416831901317	23.4427893691332	23.5490043113203	23.9418806474197	24.3448583059608	24.089156121977	23.1683450263498	24.3779611105051	23.6868526563647	23.7788419683235	23.6355634107597	23.7135866216705	23.1449086697193	24.5659365703531
WP_003521553.1	29.8830438384052	30.2616607395066	29.4376370672916	29.8463278826663	29.1897599827129	29.3778972752428	29.8704834953329	29.9038694271386	29.9242312399768	29.5523527951924	29.5001873696788	28.8810013360798	29.1162790181532	29.694387513229	29.3490155213798	29.4211110393818
WP_003512354.1	25.0792581209694	25.1378085776436	23.9304357022243	27.4759502461905	27.3514939288023	27.4167853856616	28.1567153655859	NA	24.0713478984894	25.6695140850785	25.5417203381515	25.1612216160598	28.7080009342408	25.0561238286175	25.0902605191497	NA
