Protein	dC	links	p.value	q.value
WP_003513782.1	0.683517788741327	11	0.20747191011236	0.247076023391813
WP_003513783.1	0.916332578617101	25	0.00425561797752809	0.0350785340314136
WP_003513786.1	0.843984240006389	12	0.0170365168539326	0.0572169811320755
WP_003513792.1	0.627795854437208	9	0.328925561797753	0.352437923250564
WP_003513794.1	0.921353705287613	4	0.00379213483146067	0.0340251572327044
WP_003513808.1	0.862527873440072	24	0.0120084269662921	0.0485795454545455
WP_003513811.1	0.457307234747879	6	0.644740168539326	0.649759377211606
WP_003513814.1	0.76674106037988	20	0.0690168539325843	0.123312421580928
WP_003513817.1	0.646769879789815	36	0.287317415730337	0.316434648105182
WP_003513819.1	0.777768906860548	23	0.057436797752809	0.11
WP_003513825.1	0.849627182749454	14	0.015498595505618	0.0551122194513716
WP_003513826.1	0.945477201622687	4	0.00237359550561798	0.031588785046729
WP_003513827.1	0.853903003024189	43	0.0142766853932584	0.0532722513089005
WP_003513828.1	0.73684031563491	11	0.109339887640449	0.164240506329114
WP_003513829.1	0.776466360088443	4	0.058623595505618	0.111306666666667
WP_003513857.1	0.821787004909061	14	0.0258567415730337	0.0681180811808118
WP_003513862.1	0.887655127008473	75	0.00731039325842697	0.0389179104477612
WP_003513878.1	0.806250738247637	40	0.0345154494382022	0.0805737704918033
WP_003513882.1	0.785454752280086	9	0.050498595505618	0.101424541607898
WP_003513884.1	0.87971829695098	13	0.00856741573033708	0.0416382252559727
WP_003513891.1	0.798889406982726	60	0.039438202247191	0.0869242658423493
WP_003513902.1	0.858631489343802	66	0.0129143258426966	0.0504644808743169
WP_003513904.1	0.787437424942072	15	0.0486727528089888	0.0992560801144492
WP_003513908.1	0.716264950141139	15	0.142851123595506	0.194103053435114
WP_003513911.1	0.742367479447182	16	0.100730337078652	0.156936542669584
WP_003513913.1	0.838873040487353	10	0.0187851123595506	0.0597117516629712
WP_003513915.1	0.780590957800184	13	0.054873595505618	0.106413043478261
WP_003513929.1	0.758975410877416	74	0.0780898876404494	0.1338146811071
WP_003513930.1	0.813737179160311	31	0.0301123595505618	0.0738037865748709
WP_003513932.1	0.90259978296549	32	0.00539325842696629	0.0358878504672897
WP_003513934.1	0.95021407693812	6	0.00218398876404494	0.0311650485436893
WP_003513937.1	0.774773617751317	16	0.0605126404494382	0.114132450331126
WP_003513950.1	0.8777426520314	38	0.00893258426966292	0.0425418060200669
WP_003513954.1	0.836144462064503	13	0.0197120786516854	0.0601273885350319
WP_003513956.1	0.871647746480845	11	0.0100772471910112	0.0442901234567901
WP_003513961.1	0.621327011627073	23	0.342275280898876	0.365367316341829
WP_003513964.1	0.694552694221553	14	0.184438202247191	0.227972270363951
WP_003513973.1	0.780315060352545	6	0.055	0.106413043478261
WP_003513989.1	0.737668983308193	130	0.107942415730337	0.163174097664544
WP_003513992.1	0.849660087553409	7	0.0154845505617978	0.0551122194513716
WP_003514024.1	0.889669900263297	6	0.00700140449438202	0.0386100386100386
WP_003514117.1	0.719607991101116	9	0.136804775280899	0.188586640851888
WP_003514124.1	0.904852937084124	3	0.00517556179775281	0.0358018867924528
WP_003514134.1	0.744740414517181	11	0.097310393258427	0.152778390297685
WP_003514141.1	0.890800762576432	5	0.00683988764044944	0.038046875
WP_003514144.1	0.785517012198923	8	0.0504494382022472	0.101424541607898
WP_003514158.1	0.794881116138457	18	0.0423806179775281	0.0915781487101669
WP_003514163.1	0.696393988706947	66	0.180898876404494	0.226131578947368
WP_003514166.1	0.737144487199034	53	0.108876404494382	0.163942917547569
WP_003514175.1	0.968556829675698	58	0.00144662921348315	0.025875
WP_003514180.1	0.900440063103394	23	0.00566713483146067	0.0368493150684931
WP_003514181.1	0.732339683799698	7	0.11625702247191	0.170318930041152
WP_003514187.1	0.713602791785918	6	0.147900280898876	0.198895184135977
WP_003514192.1	0.820236939547825	5	0.0267134831460674	0.0691636363636364
WP_003514194.1	0.679686544342015	4	0.215168539325843	0.252596867271228
WP_003514198.1	0.703787200587024	12	0.166018258426966	0.213673285198556
WP_003514207.1	0.654910963037862	11	0.269803370786517	0.301333333333333
WP_003514215.1	0.837543032197817	63	0.019248595505618	0.0601273885350319
WP_003514216.1	0.832721018989074	6	0.0210042134831461	0.0615400410677618
WP_003514218.1	0.590657708344695	6	0.404648876404494	0.420291757840992
WP_003514230.1	0.856009458102651	10	0.0136938202247191	0.0518617021276596
WP_003514231.1	0.726519812124983	7	0.125196629213483	0.1784
WP_003514245.1	0.707975037824925	19	0.158167134831461	0.206871559633028
WP_003514246.1	0.826512933044314	6	0.0236797752808989	0.0653179190751445
WP_003514291.1	0.785991943405064	12	0.0500070224719101	0.101049645390071
WP_003514292.1	0.785176173203664	39	0.050814606741573	0.101629213483146
WP_003514293.1	0.840634274673758	74	0.0181601123595506	0.059041095890411
WP_003514302.1	0.994948206470815	6	0.00086376404494382	0.0241176470588235
WP_003514304.1	0.865467907807966	24	0.0114185393258427	0.0473255813953488
WP_003514305.1	0.743367127427289	151	0.0992977528089888	0.155043859649123
WP_003514309.1	0.919560254500558	10	0.00394662921348315	0.0349068322981367
WP_003514311.1	1.02348206819136	6	0.000442415730337079	0.0193939393939394
WP_003514315.1	0.911118232044295	40	0.00459269662921348	0.0350785340314136
WP_003514317.1	0.782504002082464	14	0.0532724719101124	0.104779005524862
WP_003514322.1	0.76823758978016	21	0.0674859550561798	0.121795195954488
WP_003514324.1	0.754604016886152	7	0.0838202247191011	0.139439252336449
WP_003514326.1	0.738914058477581	21	0.105976123595506	0.160884861407249
WP_003514331.1	0.933316772432113	20	0.00309691011235955	0.0335555555555556
WP_003514338.1	0.856292945115323	8	0.0136306179775281	0.0518617021276596
WP_003514339.1	0.717044754849667	6	0.141369382022472	0.192456978967495
WP_003514399.1	0.858298997461188	24	0.0129705056179775	0.0504644808743169
WP_003514456.1	0.707407515425557	9	0.159150280898876	0.20696803652968
WP_003514458.1	0.769800278608227	71	0.0658216292134831	0.120012787723785
WP_003514472.1	0.864637421574938	2	0.0115730337078652	0.0476657060518732
WP_003514478.1	0.708308887912258	8	0.157556179775281	0.206783410138249
WP_003514493.1	0.809881888482102	21	0.0322120786516854	0.0763227953410982
WP_003514505.1	0.65265232164963	11	0.274817415730337	0.305495706479313
WP_003514552.1	0.927480138170812	9	0.00346207865168539	0.0339102564102564
WP_003514554.1	0.693174011321982	9	0.187247191011236	0.230060396893874
WP_003514572.1	0.825275114375839	131	0.0241432584269663	0.0660460652591171
WP_003514573.1	0.975211727850056	45	0.00129915730337079	0.0254054054054054
WP_003514575.1	0.792624001161136	106	0.0441994382022472	0.0938002980625932
WP_003514578.1	0.735415418121085	6	0.111404494382022	0.166463798530955
WP_003514580.1	0.839141489938109	13	0.018686797752809	0.0597117516629712
WP_003514581.1	0.807141900132567	53	0.0338834269662921	0.0797194719471947
WP_003514582.1	0.502627490762255	3	0.566741573033708	0.575634807417974
WP_003514583.1	0.747824292101349	8	0.092752808988764	0.147740492170022
WP_003514587.1	0.71588785993851	28	0.143581460674157	0.19453853472883
WP_003514589.1	0.695355380123514	19	0.182949438202247	0.226933797909408
WP_003514597.1	0.901985838098756	13	0.00547050561797753	0.0362325581395349
WP_003514599.1	0.739986497358186	4	0.104438202247191	0.159570815450644
WP_003514601.1	NA	0	0	0
WP_003514606.1	0.830606973525532	12	0.0218398876404494	0.062635814889336
WP_003514607.1	0.801730412829472	10	0.0375421348314607	0.0843149606299213
WP_003514612.1	0.928830912331755	13	0.00333567415730337	0.0339102564102564
WP_003514614.1	0.769007603882086	12	0.0666011235955056	0.120815286624204
WP_003514618.1	0.835170468677218	14	0.0200561797752809	0.060146750524109
WP_003514621.1	0.831301682880384	6	0.0216011235955056	0.062635814889336
WP_003514623.1	0.861365073369188	29	0.0122752808988764	0.0492997198879552
WP_003514625.1	0.707483387429608	7	0.159030898876404	0.20696803652968
WP_003514630.1	0.841544723980403	116	0.0178230337078652	0.0580778032036613
WP_003514635.1	0.885210822562735	17	0.0076123595505618	0.0393115942028986
WP_003514637.1	0.98765526576189	33	0.000969101123595506	0.0242105263157895
WP_003514639.1	0.887026215538014	37	0.00738061797752809	0.0390706319702602
WP_003514641.1	0.960505657068096	12	0.00172050561797753	0.027752808988764
WP_003514643.1	0.830555415598544	9	0.0218609550561798	0.062635814889336
WP_003514645.1	0.655900651779491	10	0.267731741573034	0.299724842767296
WP_003514647.1	0.737178288359466	24	0.108841292134831	0.163942917547569
WP_003514651.1	0.908286112433868	29	0.00485955056179775	0.0353061224489796
WP_003514653.1	0.63020031607757	10	0.323820224719101	0.34854119425548
WP_003514654.1	0.786337664903383	20	0.0496839887640449	0.100640113798009
WP_003514656.1	0.751141919492837	32	0.0882303370786517	0.143675799086758
WP_003514658.1	0.82166318168788	38	0.0259129213483146	0.0681180811808118
WP_003514660.1	0.646768460599748	29	0.287324438202247	0.316434648105182
WP_003514662.1	0.826470985441298	2	0.023686797752809	0.0653179190751445
WP_003514667.1	0.648167194989584	22	0.284115168539326	0.313627906976744
WP_003514670.1	0.836138985690549	38	0.0197120786516854	0.0601273885350319
WP_003514673.1	0.73391399516713	64	0.113637640449438	0.167863070539419
WP_003514675.1	0.701798491489505	18	0.170105337078652	0.217051971326165
WP_003514677.1	0.789547544592185	26	0.0468188202247191	0.0971865889212828
WP_003514679.1	0.886108544181615	11	0.00749297752808989	0.0390842490842491
WP_003514681.1	0.937428383893079	9	0.00282303370786517	0.0332231404958678
WP_003514690.1	0.873277036979119	7	0.00972612359550562	0.0434267912772586
WP_003514694.1	0.91352178988942	4	0.00440308988764045	0.0350785340314136
WP_003514696.1	0.705242538153553	19	0.16313202247191	0.210798548094374
WP_003514705.1	0.875552831873971	7	0.00924859550561798	0.0431803278688525
WP_003514722.1	0.937622196945811	10	0.00281601123595506	0.0332231404958678
WP_003514728.1	0.724317878628009	86	0.129115168539326	0.181859545004946
WP_003514730.1	1.01052204735103	5	0.000632022471910112	0.0219512195121951
WP_003514737.1	0.657217823698866	11	0.265112359550562	0.297025963808025
WP_003514745.1	1.09932331996713	3	6.32022471910112e-05	0.006
WP_003514760.1	0.709997999343408	144	0.154375	0.203546296296296
WP_003514797.1	0.75743090555188	7	0.0799016853932584	0.135452380952381
WP_003514804.1	0.877908941106658	3	0.00889044943820225	0.0424832214765101
WP_003514830.1	0.76311085711741	17	0.0729775280898876	0.128613861386139
WP_003514835.1	0.694695812281019	10	0.184227528089888	0.227966985230235
WP_003514839.1	0.93276151880082	48	0.003125	0.0335555555555556
WP_003514847.1	0.891224206258522	8	0.00679073033707865	0.038046875
WP_003514851.1	0.723780365685788	9	0.12998595505618	0.182905138339921
WP_003514852.1	0.89199326159096	49	0.0066502808988764	0.0377689243027888
WP_003514863.1	0.859240610589992	30	0.0127738764044944	0.050387811634349
WP_003514876.1	0.979706964173973	2	0.00120786516853933	0.0254054054054054
WP_003514880.1	0.784680613093215	8	0.0513693820224719	0.102164804469274
WP_003514904.1	0.771472398987057	8	0.0640449438202247	0.118033635187581
WP_003514906.1	0.814492199776809	16	0.0297963483146067	0.0733678756476684
WP_003514910.1	0.652412503044262	4	0.275365168539326	0.305865834633385
WP_003514923.1	0.755237823995382	4	0.0827808988764045	0.13849765258216
WP_003514987.1	0.724787044183017	44	0.128216292134831	0.181130952380952
WP_003515018.1	0.710079506952709	13	0.154227528089888	0.20354031510658
WP_003515019.1	0.922745008975799	6	0.00371488764044944	0.0339102564102564
WP_003515020.1	0.677093718577831	59	0.220814606741573	0.257315875613748
WP_003515021.1	0.884346015355188	55	0.00776685393258427	0.0395017793594306
WP_003515022.1	0.727307996546364	11	0.123988764044944	0.177091273821464
WP_003515025.1	0.711180175485598	8	0.152127808988764	0.201328996282528
WP_003515026.1	0.715904189933411	33	0.143539325842697	0.19453853472883
WP_003515029.1	0.91153374442012	24	0.00455056179775281	0.0350785340314136
WP_003515048.1	0.948222331108623	17	0.00225421348314607	0.0311650485436893
WP_003515069.1	0.660761509587022	4	0.256811797752809	0.288862559241706
WP_003515275.1	0.697276937024115	17	0.179115168539326	0.224881057268722
WP_003515281.1	0.79651396256664	46	0.0411376404494382	0.0901384615384615
WP_003515284.1	0.693030406765172	38	0.187584269662921	0.230275862068966
WP_003515290.1	0.700944923841185	19	0.171825842696629	0.21807486631016
WP_003515306.1	0.777448225685565	8	0.0577106741573034	0.11
WP_003515330.1	0.896818406763398	11	0.0060814606741573	0.0376050420168067
WP_003515355.1	1.27387524375144	1	0	0
WP_003515361.1	0.975889778210734	38	0.00127106741573034	0.0254054054054054
WP_003515363.1	0.758471127789487	23	0.0787219101123595	0.134251497005988
WP_003515365.1	1.0686318466386	3	0.000112359550561798	0.008
WP_003515370.1	0.642175119113431	10	0.297380617977528	0.324001530221882
WP_003515373.1	0.802399045421677	41	0.0370856741573034	0.0836925515055467
WP_003515378.1	0.58394189693693	9	0.417254213483146	0.432123636363636
WP_003515381.1	0.770202885050396	42	0.0654213483146067	0.119474358974359
WP_003515387.1	1.09221765852581	4	7.02247191011236e-05	0.00625
WP_003515405.1	0.856815277544219	16	0.0135323033707865	0.0518617021276596
WP_003515408.1	0.953281812797625	103	0.00201544943820225	0.0297938144329897
WP_003515434.1	0.8432690118299	46	0.0172261235955056	0.0574473067915691
WP_003515443.1	0.983044113613426	2	0.00109550561797753	0.0251612903225806
WP_003515445.1	0.744908969091306	10	0.0970505617977528	0.152778390297685
WP_003515449.1	0.763434437626525	23	0.0726825842696629	0.128411910669975
WP_003515456.1	0.818344006380905	5	0.0276825842696629	0.0707347670250896
WP_003515457.1	0.838082990665671	3	0.0190660112359551	0.0600663716814159
WP_003515458.1	0.859839921063952	6	0.0126544943820225	0.0500555555555556
WP_003515461.1	0.927568993623997	11	0.00346207865168539	0.0339102564102564
WP_003515463.1	0.784705691665344	14	0.0513623595505618	0.102164804469274
WP_003515466.1	0.79319053612093	2	0.0437640449438202	0.0935232383808096
WP_003515468.1	0.618113628709688	25	0.348974719101124	0.371127707244212
WP_003515476.1	0.811608381971647	21	0.0312429775280899	0.075152027027027
WP_003515478.1	0.581409221021992	11	0.421790730337079	0.435870827285922
WP_003515482.1	0.850122850221288	12	0.0153230337078652	0.0551122194513716
WP_003515501.1	0.678948957676221	16	0.216783707865169	0.253448275862069
WP_003515507.1	0.846239181431287	3	0.0163412921348315	0.056207729468599
WP_003515509.1	0.892206753882911	8	0.0066502808988764	0.0377689243027888
WP_003515511.1	1.04388149722777	2	0.00026685393258427	0.0146153846153846
WP_003515515.1	0.872694347464545	11	0.00984550561797753	0.0435403726708075
WP_003515523.1	0.816700748846369	8	0.0285393258426966	0.071710758377425
WP_003515525.1	0.868246377155437	20	0.0108356741573034	0.0464564564564565
WP_003515527.1	0.896291552334601	3	0.00615168539325843	0.0376050420168067
WP_003515531.1	0.679566959197978	5	0.215449438202247	0.252718286655684
WP_003515536.1	0.824426029910484	17	0.0244873595505618	0.0663705103969754
WP_003515537.1	0.79182619769435	12	0.0449227528089888	0.09476401179941
WP_003515540.1	0.811289021091201	7	0.0314325842696629	0.0752348993288591
WP_003515542.1	1.07387055321854	5	0.000112359550561798	0.008
WP_003515543.1	0.917353100984834	21	0.00412921348314607	0.0350785340314136
WP_003515545.1	0.72993193810884	22	0.119838483146067	0.173601220752798
WP_003515546.1	0.642709740213915	8	0.29627808988764	0.323047473200613
WP_003515548.1	0.675424867748772	15	0.22436797752809	0.260179153094463
WP_003515550.1	0.775917786489668	2	0.0592345505617978	0.112220744680851
WP_003515551.1	0.750928092053765	15	0.0885112359550562	0.143717217787913
WP_003515554.1	0.901733786680274	3	0.0055126404494382	0.0363425925925926
WP_003515557.1	0.678041657737317	2	0.218820224719101	0.255409836065574
WP_003515563.1	0.816384862582074	4	0.0287078651685393	0.0719718309859155
WP_003515565.1	0.614232596785232	18	0.357176966292135	0.3784375
WP_003515567.1	0.912422236190072	10	0.00449438202247191	0.0350785340314136
WP_003515569.1	0.487354024921208	3	0.592577247191011	0.599311079545455
WP_003515572.1	0.719698254008047	4	0.136601123595506	0.188488372093023
WP_003515575.1	0.818015684478177	16	0.0277949438202247	0.0708050089445438
WP_003515583.1	0.700415688280212	17	0.172794943820225	0.21872
WP_003515590.1	0.739153033919792	26	0.105702247191011	0.160864461045891
WP_003515591.1	0.873133163436031	15	0.00976123595505618	0.0434267912772586
WP_003515593.1	0.941459447206955	10	0.00259129213483146	0.0322608695652174
WP_003515597.1	0.723570242816948	20	0.130273876404494	0.183076923076923
WP_003515602.1	0.635135162367154	20	0.313363764044944	0.339080547112462
WP_003515613.1	0.888371628541279	4	0.00716292134831461	0.0389179104477612
WP_003515614.1	0.810898922796982	10	0.0316011235955056	0.0753768844221106
WP_003515616.1	0.804162446791115	5	0.0358216292134831	0.0817467948717949
WP_003515625.1	0.845865348678353	21	0.0164606741573034	0.0564508393285372
WP_003515629.1	0.861162728035193	22	0.0123314606741573	0.0492997198879552
WP_003515632.1	0.961762575225465	65	0.00169943820224719	0.027752808988764
WP_003515634.1	0.724600276954859	5	0.128616573033708	0.181516352824579
WP_003515646.1	0.848857445184543	10	0.0156811797752809	0.0551358024691358
WP_003515648.1	0.615508329837613	4	0.354241573033708	0.375886736214605
WP_003515650.1	0.833878975759567	8	0.0205126404494382	0.0608541666666667
WP_003515651.1	0.98193266133808	5	0.00111657303370787	0.0252380952380952
WP_003515653.1	0.691443088053343	13	0.191137640449438	0.233490566037736
WP_003515658.1	0.72583230877338	7	0.126467696629213	0.179551345962114
WP_003515663.1	0.892445687808681	5	0.00661516853932584	0.0377689243027888
WP_003515665.1	0.573114700324617	4	0.437970505617978	0.450954446854664
WP_003515667.1	0.639521643570462	14	0.303419943820225	0.330076394194041
WP_003515671.1	0.849602096395105	23	0.015498595505618	0.0551122194513716
WP_003515673.1	0.664323609254567	50	0.249023876404494	0.282108194112967
WP_003515675.1	0.850120606335367	41	0.0153230337078652	0.0551122194513716
WP_003515678.1	0.858516218828283	28	0.0129424157303371	0.0504644808743169
WP_003515680.1	0.728481965138088	8	0.122050561797753	0.175449041372351
WP_003515682.1	0.930007651840274	4	0.00322331460674157	0.0337226277372263
WP_003515685.1	0.795371932784454	14	0.0419592696629214	0.0910823170731707
WP_003515686.1	0.78184761035273	6	0.0539466292134831	0.10551912568306
WP_003515688.1	0.966835359785674	13	0.00154494382022472	0.0269512195121951
WP_003515690.1	0.732385496919577	9	0.116151685393258	0.170318930041152
WP_003515698.1	0.87860997884852	9	0.00877106741573034	0.0420875420875421
WP_003515703.1	0.842191273963819	5	0.017626404494382	0.0579493087557604
WP_003515727.1	0.816780617857573	19	0.0284901685393258	0.071710758377425
WP_003515732.1	0.728479314004272	82	0.122050561797753	0.175449041372351
WP_003515733.1	0.782348402401262	4	0.0534129213483146	0.104910344827586
WP_003515736.1	0.778558163268287	3	0.056685393258427	0.108827493261456
WP_003515738.1	0.73326027557451	23	0.114712078651685	0.168760330578512
WP_003515750.1	0.833252850135649	17	0.0207654494382022	0.0612215320910973
WP_003515754.1	0.755111644397305	11	0.0829705056179775	0.138511137162954
WP_003515756.1	0.911540280304323	5	0.00455056179775281	0.0350785340314136
WP_003515758.1	0.897385190191254	5	0.00598314606741573	0.0376050420168067
WP_003515760.1	0.719126957684766	56	0.137780898876404	0.189076034648701
WP_003515762.1	0.617501768646879	9	0.350126404494382	0.372074626865672
WP_003515764.1	0.877234267269236	10	0.00901685393258427	0.0426578073089701
WP_003515767.1	0.804584956694219	37	0.0356530898876404	0.0817467948717949
WP_003515787.1	0.715222826720676	4	0.144887640449438	0.195749525616698
WP_003515789.1	0.819237532886427	29	0.0272542134831461	0.0700541516245487
WP_003515791.1	0.789590964976894	6	0.0467626404494382	0.0971865889212828
WP_003515802.1	0.552550555299825	6	0.476875	0.486439828080229
WP_003515828.1	0.784800383255091	6	0.0512710674157303	0.102164804469274
WP_003515836.1	0.861112605198683	10	0.0123455056179775	0.0492997198879552
WP_003515841.1	0.139145621390154	1	1	1
WP_003515843.1	0.801639718965481	16	0.0375983146067416	0.0843149606299213
WP_003515844.1	0.676224299540857	18	0.222661516853933	0.259044117647059
WP_003515847.1	0.809581551775415	9	0.0324438202247191	0.0767441860465116
WP_003515849.1	0.789039068005483	20	0.0472752808988764	0.097822931785196
WP_003515850.1	0.64463854913258	57	0.292317415730337	0.320038431975403
WP_003515852.1	0.6813834520125	6	0.211727528089888	0.249710504549214
WP_003515853.1	0.839262405565244	13	0.0186376404494382	0.0597117516629712
WP_003515854.1	0.734817975144041	18	0.112366573033708	0.166857440166493
WP_003515855.1	0.815005440159215	12	0.0294943820224719	0.0731707317073171
WP_003515869.1	0.759014631591603	30	0.0780126404494382	0.1338146811071
WP_003515871.1	0.897081712265312	2	0.00603230337078652	0.0376050420168067
WP_003515873.1	0.755836128797605	43	0.0818679775280899	0.137836879432624
WP_003515875.1	0.643558266955008	24	0.294459269662921	0.321641104294478
WP_003515877.1	0.796475974749342	14	0.0411446629213483	0.0901384615384615
WP_003515879.1	0.707345308001994	37	0.159297752808989	0.206970802919708
WP_003515892.1	0.653747819127839	8	0.272584269662921	0.303962411902897
WP_003515894.1	0.748528350803221	15	0.0917134831460674	0.147072072072072
WP_003515896.1	0.488447947552901	12	0.590765449438202	0.597903340440654
WP_003515900.1	0.718805858542733	7	0.138300561797753	0.189365384615385
WP_003515904.1	0.740686410018469	12	0.103286516853933	0.158833693304536
WP_003515910.1	0.941579535454948	6	0.00257724719101124	0.0322608695652174
WP_003515912.1	0.773217344631295	16	0.0622050561797753	0.116399474375821
WP_003515915.1	1.03297782288938	7	0.000351123595505618	0.0161290322580645
WP_003515917.1	0.853833609419283	85	0.0142907303370787	0.0532722513089005
WP_003515919.1	0.989543131752632	70	0.000941011235955056	0.0242105263157895
WP_003515921.1	0.757214117638882	6	0.0801755617977528	0.135688836104513
WP_003515923.1	0.673504151929692	14	0.228462078651685	0.264066558441558
WP_003515926.1	0.702824397274869	3	0.168047752808989	0.215197841726619
WP_003515928.1	0.706853989641901	7	0.160203651685393	0.207768670309654
WP_003515936.1	0.832648313371058	36	0.0210252808988764	0.0615400410677618
WP_003515942.1	0.835903585128454	10	0.0198174157303371	0.0601273885350319
WP_003515943.1	0.847240851565926	55	0.0161025280898876	0.0558637469586375
WP_003515954.1	0.847308179318339	6	0.0160744382022472	0.0558637469586375
WP_003515960.1	0.814647767645051	5	0.0296699438202247	0.0733678756476684
WP_003515979.1	0.976261681668906	23	0.00126404494382022	0.0254054054054054
WP_003516061.1	0.555347319850527	8	0.471032303370786	0.48151471643934
WP_003516073.1	0.901096159227095	15	0.00558988764044944	0.0365137614678899
WP_003516075.1	0.946309940966161	9	0.00231741573033708	0.0314285714285714
WP_003516077.1	1.13637048203044	6	2.10674157303371e-05	0.0025
WP_003516080.1	0.611024356361203	27	0.363504213483146	0.383145817912657
WP_003516096.1	0.934459274981693	6	0.00300561797752809	0.0335555555555556
WP_003516103.1	0.86761174831632	11	0.0109831460674157	0.0467164179104478
WP_003516105.1	0.788264501923965	86	0.0479283707865169	0.0986271676300578
WP_003516107.1	0.87924392692259	3	0.00865168539325843	0.0419047619047619
WP_003516112.1	0.831812040487082	60	0.0213693820224719	0.0622290388548057
WP_003516132.1	0.633708313728487	20	0.31624297752809	0.341936218678816
WP_003516134.1	1.02138669279522	7	0.000484550561797753	0.0197142857142857
WP_003516137.1	0.765314197210737	118	0.0705337078651685	0.125707133917397
WP_003516139.1	0.983490599627318	28	0.00107443820224719	0.0250819672131148
WP_003516142.1	0.813318455284744	19	0.0302457865168539	0.0738054607508533
WP_003516143.1	0.632338506023812	8	0.319150280898876	0.344556482183472
WP_003516144.1	0.814467326502521	18	0.0298314606741573	0.0733678756476684
WP_003516145.1	0.850007368417765	5	0.0153862359550562	0.0551122194513716
WP_003516148.1	0.792927265202992	113	0.0439325842696629	0.0935874439461883
WP_003516150.1	0.969667993346752	3	0.00142556179775281	0.025875
WP_003516155.1	0.628393738525391	7	0.327703651685393	0.351657874905803
WP_003516160.1	0.722527468465727	7	0.132071629213483	0.184744597249509
WP_003516163.1	0.841737322034812	15	0.0177808988764045	0.0580778032036613
WP_003516166.1	0.814542447159244	16	0.0297401685393258	0.0733678756476684
WP_003516173.1	0.771433726645392	4	0.0640730337078652	0.118033635187581
WP_003516175.1	0.60754203240032	18	0.370990168539326	0.38930729550479
WP_003516177.1	0.653114894153919	9	0.273862359550562	0.304910086004691
WP_003516184.1	0.690288558569363	6	0.193476123595506	0.235678906917165
WP_003516186.1	0.699897748046353	15	0.173911516853933	0.219547872340426
WP_003516188.1	0.905866366928417	11	0.0051123595505618	0.0358018867924528
WP_003516190.1	0.897065575592605	52	0.00603230337078652	0.0376050420168067
WP_003516198.1	0.695484908163414	9	0.182661516853933	0.226933797909408
WP_003516200.1	0.658177481926465	9	0.262738764044944	0.294830575256107
WP_003516203.1	0.866809510499963	5	0.0111095505617978	0.0468047337278107
WP_003516211.1	0.848892132766674	32	0.0156741573033708	0.0551358024691358
WP_003516214.1	0.871850254776519	51	0.0100351123595506	0.0442414860681115
WP_003516217.1	1.04946672168082	10	0.000231741573033708	0.0146153846153846
WP_003516225.1	0.882344162123068	18	0.00810393258426966	0.0403496503496504
WP_003516227.1	0.771600777962729	4	0.0638974719101124	0.118033635187581
WP_003516233.1	0.824036933134674	10	0.0246418539325843	0.0663705103969754
WP_003516235.1	0.830721165206569	9	0.0218188202247191	0.062635814889336
WP_003516238.1	0.938512549380367	26	0.00278089887640449	0.0332231404958678
WP_003516239.1	0.556244466429278	2	0.469339887640449	0.480474478792236
WP_003516241.1	0.700502805401892	8	0.172605337078652	0.218674377224199
WP_003516243.1	0.898928493354936	24	0.0058497191011236	0.0372888888888889
WP_003516246.1	0.593206012541314	7	0.399311797752809	0.415657894736842
WP_003516249.1	0.610754507979692	2	0.364178370786517	0.383377679231338
WP_003516250.1	0.756981942185756	4	0.0804073033707865	0.13582443653618
WP_003516251.1	0.75182012088318	6	0.0873525280898876	0.143524684270953
WP_003516256.1	0.843060477819897	55	0.0172963483146067	0.0575467289719626
WP_003516257.1	0.668475686286247	14	0.239761235955056	0.273370696557246
WP_003516259.1	0.867124023595601	17	0.0110533707865169	0.0467359050445104
WP_003516266.1	0.74204114798734	65	0.10123595505618	0.157208287895311
WP_003516269.1	0.893043934362033	3	0.00650983146067416	0.0377642276422764
WP_003516271.1	0.862235287986294	11	0.0120716292134831	0.0486968838526912
WP_003516273.1	0.611245173360432	39	0.36309691011236	0.383
WP_003516278.1	1.0740037564463	6	0.000112359550561798	0.008
WP_003516284.1	0.761080870051376	14	0.0752949438202247	0.131012195121951
WP_003516286.1	0.778849781156614	7	0.0564115168539326	0.108700947225981
WP_003516296.1	0.781927344436495	43	0.0538623595505618	0.10551912568306
WP_003516306.1	0.719420336952033	16	0.137191011235955	0.188753623188406
WP_003516308.1	0.845316015239208	10	0.016622191011236	0.056491646778043
WP_003516310.1	0.876744090987557	19	0.00906601123595506	0.0427483443708609
WP_003516312.1	0.824382597120015	25	0.0245224719101124	0.0663705103969754
WP_003516314.1	0.887236114944092	7	0.00732443820224719	0.0389179104477612
WP_003516315.1	0.746344343751922	38	0.0949087078651685	0.150837053571429
WP_003516317.1	0.554899884856224	4	0.471832865168539	0.481641577060932
WP_003516319.1	0.884480434916255	13	0.00773876404494382	0.0395017793594306
WP_003516324.1	0.6613788512657	24	0.255372191011236	0.287581027667984
WP_003516328.1	0.79019345656274	4	0.0462991573033708	0.0968135095447871
WP_003516337.1	0.74807277150958	12	0.092373595505618	0.147740492170022
WP_003516351.1	0.807653655235452	35	0.0335884831460674	0.0791887417218543
WP_003516352.1	0.914833312299014	15	0.00436095505617977	0.0350785340314136
WP_003516353.1	0.795833894093684	28	0.0415730337078652	0.0905038167938931
WP_003516354.1	0.560227358517774	9	0.46189606741573	0.473534917206623
